iter	Logloss
397	0.03599777067
398	0.0359041749
399	0.03579243606
400	0.03569937528
401	0.03559109447
402	0.0354886559
403	0.03538022003
404	0.03530767487
405	0.03523553678
406	0.03509752925
407	0.03503088835
408	0.03495124879
409	0.03483835468
410	0.03475655191
411	0.03468560785
412	0.03456696068
413	0.03445524123
414	0.0343708488
415	0.0342927987
416	0.03420197091
417	0.03414061787
418	0.03407362806
419	0.03404645997
420	0.03392675834
421	0.03384877027
422	0.03377342612
423	0.03369712054
424	0.0336025052
425	0.03350334245
426	0.03347937654
427	0.03334462546
428	0.03322084939
429	0.03317092492
430	0.0331207446
431	0.03304571446
432	0.03292884284
433	0.03286614069
434	0.0327953013
435	0.03271469256
436	0.03263326195
437	0.03259682461
438	0.03252686911
439	0.03244040264
440	0.03232668667
441	0.03221625817
442	0.03214808596
443	0.03208184436
444	0.03200670568
445	0.03195018303
446	0.03186572083
447	0.03177068292
448	0.0316920106
449	0.0315869688
450	0.03146376261
451	0.03137362876
452	0.03130256064
453	0.03121804416
454	0.031146191
455	0.0310673074
456	0.03096011402
457	0.03089841401
458	0.03084174404
459	0.03076057124
460	0.03068686501
461	0.03063744646
462	0.0305953239
463	0.03052100903
464	0.03045155556
465	0.03038347446
466	0.03032838232
467	0.03027707774
468	0.03017904506
469	0.03014690508
470	0.03004070608
471	0.02993018065
472	0.02987705789
473	0.02979696475
474	0.02967890685
475	0.02961086258
476	0.02953534591
477	0.02946610179
478	0.02939390555
479	0.02933761744
480	0.02926759797
481	0.02919995882
482	0.02914929778
483	0.02908914651
484	0.02903692121
485	0.02897120685
486	0.02891574836
487	0.0288537983
488	0.02877273986
489	0.02871455991
490	0.02866771745
491	0.02860491256
492	0.02853052791
493	0.02847176839
494	0.0283820571
495	0.02832155499
496	0.02825381504
497	0.02822118465
498	0.02818455153
499	0.02814957185
500	0.02809031029
501	0.0280304963
502	0.02798020549
503	0.02792325834
504	0.02786587506
505	0.02781977886
506	0.02770366126
507	0.02762448303
508	0.02752081747
509	0.02746954003
510	0.02741526394
511	0.02733524059
512	0.02726107303
513	0.02719504271
514	0.0271668783
515	0.02712329229
516	0.02708569193
517	0.02706122205
518	0.0269881516
519	0.02694018876
520	0.02688296636
521	0.02683022158
522	0.02679416222
523	0.02673333641
524	0.02664065943
525	0.02657491793
526	0.02649927333
527	0.02644049443
528	0.02639882545
529	0.02637039355
530	0.02631522
531	0.02627187822
532	0.02617740631
533	0.02611777647
534	0.02605211638
535	0.02601276956
536	0.02595249424
537	0.02590247868
538	0.02582112173
539	0.02577963108
540	0.02570825864
541	0.0256574561
542	0.02560565724
543	0.02553348037
544	0.02547110581
545	0.02542539147
546	0.02540027998
547	0.02536327083
548	0.02528134013
549	0.02524972543
550	0.02520337531
551	0.02515317173
552	0.02509904489
553	0.02505894599
554	0.02502469319
555	0.02498544522
556	0.02487535981
557	0.02480079294
558	0.0247510061
559	0.02472297351
560	0.02467103315
561	0.02463743745
562	0.02458178512
563	0.02453078681
564	0.02446782104
565	0.02443404702
566	0.02437464784
567	0.02432421552
568	0.02428776462
569	0.02423611114
570	0.02419612854
571	0.02413403697
572	0.02409415323
573	0.02402347084
574	0.0239538216
575	0.02388625029
576	0.02383276118
577	0.02377965974
578	0.02374305958
579	0.02369173755
580	0.02362827363
581	0.02358663761
582	0.02354111904
583	0.02352374937
584	0.02346636609
585	0.02341729451
586	0.02336747666
587	0.02330583092
588	0.02326608286
589	0.02321083565
590	0.02314495847
591	0.02310501269
592	0.02305741039
593	0.02302444272
594	0.02296041473
595	0.02291245189
596	0.02284707868
597	0.02280855373
598	0.02276770468
599	0.02270839079
600	0.02268260669
601	0.02263727033
602	0.02259692525
603	0.02255687869
604	0.02252172648
605	0.02247810364
606	0.02243642109
607	0.02237192596
608	0.02232737851
609	0.02226894464
610	0.02222339894
611	0.0221852132
612	0.02214921975
613	0.0220990433
614	0.02204263113
615	0.02199156885
616	0.02192748078
617	0.02190047745
618	0.02187499767
619	0.02183784314
620	0.02180981442
621	0.02174053541
622	0.02170031439
623	0.02164289816
624	0.02160457479
625	0.02156289031
626	0.02150770319
627	0.02146541394
628	0.02144328753
629	0.02141182985
630	0.02135296372
631	0.02132557272
632	0.02129673958
633	0.02127016075
634	0.02122351018
635	0.02118323101
636	0.02116133333
637	0.02111632262
638	0.02108617527
639	0.02104982128
640	0.02101554522
641	0.02097330248
642	0.02093819099
643	0.02090176916
644	0.02086846809
645	0.02080649089
646	0.02076112933
647	0.02070911725
648	0.02065684543
649	0.02063971419
650	0.02061415882
651	0.02055515894
652	0.02052031106
653	0.0204712104
654	0.02044279207
655	0.02039239852
656	0.02032977585
657	0.02028096207
658	0.02024367767
659	0.02022043864
660	0.02018245255
661	0.02013127203
662	0.020082466
663	0.02004467569
664	0.01998379754
665	0.01994932182
666	0.01992167496
667	0.01988746674
668	0.01982868008
669	0.01978236873
670	0.01975242103
671	0.01971658459
672	0.01965607666
673	0.01963101751
674	0.01960244605
675	0.01957854798
676	0.01955246344
677	0.0195207906
678	0.01948706115
679	0.01947150192
680	0.01944055015
681	0.01941004807
682	0.01934622943
683	0.01930973782
684	0.01925816575
685	0.01922106549
686	0.01918991988
687	0.01915827999
688	0.01912231368
689	0.01911214115
690	0.0190789215
691	0.01904667878
692	0.01901406777
693	0.01899181537
694	0.01894860927
695	0.01893214869
696	0.01890222425
697	0.01888724459
698	0.01884886889
699	0.01880872928
700	0.0187650948
701	0.01874082069
702	0.01871556577
703	0.01867067329
704	0.01862951992
705	0.0185835187
706	0.01853692435
707	0.01851051804
708	0.0184786281
709	0.01844038033
710	0.01839510987
711	0.01835780803
712	0.01832230498
713	0.01830159552
714	0.01827260149
715	0.01824762957
716	0.01822568537
717	0.01818054478
718	0.0181507948
719	0.01811258192
720	0.01809251987
721	0.01804687143
722	0.01802446203
723	0.01799521795
724	0.01796710007
725	0.01792215913
726	0.01788792765
727	0.01785670451
728	0.01783434162
729	0.01780777443
730	0.01778229078
731	0.01775105794
732	0.01772757662
733	0.01769503151
734	0.01767882293
735	0.01765418634
736	0.0176289256
737	0.0175906003
738	0.01754886736
739	0.01750269944
740	0.01747249782
741	0.0174380473
742	0.01741232911
743	0.01737654694
744	0.0173302666
745	0.0172915071
746	0.01724744231
747	0.01721242385
748	0.0171781788
749	0.01715088666
750	0.01713539527
751	0.01711858966
752	0.01710527699
753	0.01706566849
754	0.01702904507
755	0.01698884731
756	0.01695809326
757	0.01692983775
758	0.01690513332
759	0.01688730038
760	0.016856934
761	0.01681899831
762	0.01679351078
763	0.01674881214
764	0.01672430736
765	0.01669950408
766	0.0166423534
767	0.01660088795
768	0.01656949811
769	0.01653958918
770	0.01651932941
771	0.01649057187
772	0.01646696067
773	0.01644569878
774	0.01642600308
775	0.01640004259
776	0.01636139552
777	0.01633664069
778	0.01631064144
779	0.0162768364
780	0.01626179083
781	0.01623569659
782	0.01620556281
783	0.01618227145
784	0.01615568099
785	0.0161128519
786	0.01608873383
787	0.01606522149
788	0.01603019625
789	0.01600713555
790	0.01598243403
791	0.01596331596
792	0.01593064293
793	0.01590523778
794	0.01587573687
795	0.01583238733
796	0.01581904849
797	0.01579432468
798	0.0157713357
799	0.01574706062
800	0.01572194623
801	0.01569510766
802	0.01567142572
803	0.0156382584
804	0.01561288717
805	0.01557393287
806	0.01555489331
807	0.01553343079
808	0.01551005414
809	0.01549928557
810	0.0154821611
811	0.015467101
812	0.01543658729
813	0.01540091755
814	0.01536665021
815	0.01534423596
816	0.01531687015
817	0.01529963327
818	0.01527306219
819	0.01523901195
820	0.0152151352
821	0.01518090081
822	0.01514676625
823	0.0151263175
824	0.01511300289
825	0.01508044809
826	0.01505067193
827	0.01502918809
828	0.01499306477
829	0.01497273813
830	0.01494153244
831	0.01492886136
832	0.01490737268
833	0.01488483243
834	0.01485011636
835	0.01482800449
836	0.01479565613
837	0.0147667503
838	0.01475118137
839	0.01472080432
840	0.01469373897
841	0.0146732214
842	0.0146480382
843	0.01462457432
844	0.01461433104
845	0.01459678693
846	0.01456973417
847	0.01453620825
848	0.01452116462
849	0.01449425337
850	0.01447025644
851	0.01443734499
852	0.01441748937
853	0.01439381518
854	0.0143608291
855	0.01432709384
856	0.01431184571
857	0.01429130391
858	0.01426147542
859	0.0142367235
860	0.01420755793
861	0.01418577946
862	0.01416423553
863	0.01414803373
864	0.01412365979
865	0.01410410462
866	0.01407830405
867	0.01406791734
868	0.01404469575
869	0.01401493414
870	0.0139835065
871	0.01396663984
872	0.01394299569
873	0.01392322052
874	0.0138983649
875	0.0138744048
876	0.01385714368
877	0.01383375346
878	0.01381541461
879	0.01378517907
880	0.01376827558
881	0.0137378084
882	0.01371495123
883	0.01369510627
884	0.01366819793
885	0.01365402365
886	0.01361984257
887	0.01360012458
888	0.0135883781
889	0.01357588923
890	0.0135493356
891	0.01352955462
892	0.01351214618
893	0.01348552084
894	0.01345683307
895	0.01343736997
896	0.0134182364
897	0.01339912415
898	0.0133805682
899	0.01336134643
900	0.01333535008
901	0.01331676894
902	0.01329450103
903	0.01326844557
904	0.01325212165
905	0.0132270528
906	0.01319504366
907	0.01317080443
908	0.01316027234
909	0.01315108547
910	0.0131332506
911	0.01311925175
912	0.01310180649
913	0.01307810516
914	0.01305310513
915	0.01304110764
916	0.01302370599
917	0.01300175597
918	0.01298577223
919	0.01295471385
920	0.01293279485
921	0.01291596599
922	0.01290253604
923	0.01288923791
924	0.01286739838
925	0.01284716866
926	0.01283366506
927	0.0128205908
928	0.01280663459
929	0.01278163747
930	0.01276210459
931	0.01274234783
932	0.01272006926
933	0.01270099384
934	0.01267673427
935	0.01265653556
936	0.01262924245
937	0.0126043529
938	0.012584475
939	0.01257333523
940	0.01256271494
941	0.01253953891
942	0.01251842821
943	0.01249432467
944	0.01247312383
945	0.01245666616
946	0.01243741144
947	0.0124110846
948	0.01238920049
949	0.01235038091
950	0.01233569296
951	0.01232242197
952	0.01230723102
953	0.01228644887
954	0.01227087897
955	0.01225194795
956	0.01223232688
957	0.01220655054
958	0.01217615992
959	0.01215347914
960	0.01213395886
961	0.01211551438
962	0.01209693033
963	0.0120790373
964	0.0120544608
965	0.01204402951
966	0.01202205914
967	0.01200474859
968	0.01197957217
969	0.0119586679
970	0.01193810478
971	0.01192202413
972	0.01190440345
973	0.01188563041
974	0.01186232354
975	0.01184827429
976	0.01182761425
977	0.0118137724
978	0.01179786814
979	0.011781551
980	0.01176306969
981	0.01174414933
982	0.01172523576
983	0.01170922876
984	0.01169581723
985	0.01167097712
986	0.01165842235
987	0.01163901352
988	0.01162153725
989	0.01160334669
990	0.01159035675
991	0.01157729122
992	0.01155661858
993	0.01154051951
994	0.01152694128
995	0.01150577437
996	0.01148804417
997	0.01146683266
998	0.01145058531
999	0.01143534784
